repetition_id,dataset_type,imbalance_ratio,model,strategy,train_set_size,accuracy,f1_macro,f1_minority,precision_minority,recall_minority,roc_auc
1,control,100:1,baseline,N/A,416,0.7772020725388601,0.7766023311529247,0.7650273224043715,0.7446808510638298,0.7865168539325843,0.8698681936041486
1,control,100:1,ddpm,Naive Oversampling,416,0.7772020725388601,0.7763374208327719,0.7624309392265194,0.75,0.7752808988764045,0.8708405358686255
1,control,100:1,nflow,Naive Oversampling,416,0.7875647668393783,0.7873592561739178,0.7807486631016043,0.7448979591836735,0.8202247191011236,0.8730012964563526
1,control,100:1,ctgan,Naive Oversampling,416,0.772020725388601,0.7717204301075269,0.7634408602150538,0.7319587628865979,0.797752808988764,0.8589563526361278
1,control,100:1,tvae,Naive Oversampling,416,0.7875647668393783,0.7871991394379454,0.7783783783783784,0.75,0.8089887640449438,0.8704083837510803
10,control,100:1,baseline,N/A,416,0.7772020725388601,0.7771781447174118,0.7794871794871795,0.7169811320754716,0.8539325842696629,0.8663569576490924
10,control,100:1,ddpm,Naive Oversampling,416,0.7875647668393783,0.7875647668393783,0.7875647668393783,0.7307692307692307,0.8539325842696629,0.8694900605012965
10,control,100:1,nflow,Naive Oversampling,416,0.7823834196891192,0.7823775773195876,0.7835051546391752,0.7238095238095238,0.8539325842696629,0.864358254105445
10,control,100:1,ctgan,Naive Oversampling,416,0.7927461139896373,0.7926069202664947,0.797979797979798,0.7247706422018348,0.8876404494382022,0.8681395851339673
10,control,100:1,tvae,Naive Oversampling,416,0.7927461139896373,0.7926960257787325,0.7959183673469388,0.7289719626168224,0.8764044943820225,0.8730553154710459
2,control,100:1,baseline,N/A,416,0.7875647668393783,0.7875419519398577,0.7853403141361257,0.7352941176470589,0.8426966292134831,0.8648984442523767
2,control,100:1,ddpm,Naive Oversampling,416,0.7927461139896373,0.7927405498281787,0.7916666666666666,0.7378640776699029,0.8539325842696629,0.8683556611927399
2,control,100:1,nflow,Naive Oversampling,416,0.7875647668393783,0.7875647668393783,0.7875647668393783,0.7307692307692307,0.8539325842696629,0.8547968885047537
2,control,100:1,ctgan,Naive Oversampling,416,0.7875647668393783,0.7874734778288077,0.783068783068783,0.74,0.8314606741573034,0.8678694900605013
2,control,100:1,tvae,Naive Oversampling,416,0.7927461139896373,0.7927405498281787,0.7916666666666666,0.7378640776699029,0.8539325842696629,0.8597126188418323
3,control,100:1,baseline,N/A,416,0.7823834196891192,0.7819091691777873,0.7920792079207921,0.7079646017699115,0.898876404494382,0.8645743301642179
