repetition_id,dataset_type,imbalance_ratio,model,strategy,train_set_size,accuracy,f1_macro,f1_minority,precision_minority,recall_minority,roc_auc
9,control,5:1,baseline,N/A,494,0.8238341968911918,0.8237916219119227,0.8210526315789474,0.7722772277227723,0.8764044943820225,0.8759723422644772
1,control,7:1,baseline,N/A,470,0.7668393782383419,0.7667391829828378,0.7715736040609137,0.7037037037037037,0.8539325842696629,0.8647904062229904
10,control,7:1,baseline,N/A,470,0.8290155440414507,0.8289420675207477,0.8253968253968254,0.78,0.8764044943820225,0.8828867761452032
2,control,7:1,baseline,N/A,470,0.8134715025906736,0.8130650021523891,0.8043478260869565,0.7789473684210526,0.8314606741573034,0.8715968020743301
3,control,7:1,baseline,N/A,470,0.7823834196891192,0.7822372662798194,0.776595744680851,0.7373737373737373,0.8202247191011236,0.8592264477095938
4,control,7:1,baseline,N/A,470,0.7823834196891192,0.7819091691777873,0.7717391304347826,0.7473684210526316,0.797752808988764,0.8664109766637856
5,control,7:1,baseline,N/A,470,0.8031088082901554,0.80297657425317,0.7978723404255319,0.7575757575757576,0.8426966292134831,0.8746218668971478
6,control,7:1,baseline,N/A,470,0.7927461139896373,0.7924731182795699,0.7849462365591398,0.7525773195876289,0.8202247191011236,0.8533923941227313
7,control,7:1,baseline,N/A,470,0.7927461139896373,0.7926069202664947,0.7872340425531915,0.7474747474747475,0.8314606741573034,0.8710025929127053
8,control,7:1,baseline,N/A,470,0.8290155440414507,0.8285552773964306,0.819672131147541,0.7978723404255319,0.8426966292134831,0.8848314606741573
9,control,7:1,baseline,N/A,470,0.7927461139896373,0.7927405498281787,0.7938144329896907,0.7333333333333333,0.8651685393258427,0.8671672428694901
1,imbalanced,100:1,baseline,N/A,416,0.5699481865284974,0.4285663325366532,0.14432989690721648,0.875,0.07865168539325842,0.7715535868625756
10,imbalanced,100:1,baseline,N/A,416,0.5440414507772021,0.37207926648920436,0.043478260869565216,0.6666666666666666,0.02247191011235955,0.8196305099394987
2,imbalanced,100:1,baseline,N/A,416,0.538860103626943,0.36962824323828397,0.043010752688172046,0.5,0.02247191011235955,0.7697169403630079
3,imbalanced,100:1,baseline,N/A,416,0.5492227979274611,0.3745203948593779,0.04395604395604396,1.0,0.02247191011235955,0.7537273120138288
4,imbalanced,100:1,baseline,N/A,416,0.5492227979274611,0.3745203948593779,0.04395604395604396,1.0,0.02247191011235955,0.7770095073465859
5,imbalanced,100:1,baseline,N/A,416,0.5595854922279793,0.4065834689817327,0.10526315789473684,0.8333333333333334,0.056179775280898875,0.7727960242005186
6,imbalanced,100:1,baseline,N/A,416,0.5440414507772021,0.3624624624624625,0.022222222222222223,1.0,0.011235955056179775,0.7716076058772688
7,imbalanced,100:1,baseline,N/A,416,0.538860103626943,0.36962824323828397,0.043010752688172046,0.5,0.02247191011235955,0.747191011235955
8,imbalanced,100:1,baseline,N/A,416,0.5440414507772021,0.3624624624624625,0.022222222222222223,1.0,0.011235955056179775,0.7739844425237684
9,imbalanced,100:1,baseline,N/A,416,0.5440414507772021,0.3624624624624625,0.022222222222222223,1.0,0.011235955056179775,0.7229364736387208
1,imbalanced,10:1,baseline,N/A,453,0.7202072538860104,0.695476858345021,0.6086956521739131,0.8571428571428571,0.47191011235955055,0.8801318063958514
10,imbalanced,10:1,baseline,N/A,453,0.6787564766839378,0.6347374847374847,0.5079365079365079,0.8648648648648649,0.3595505617977528,0.8444252376836646
2,imbalanced,10:1,baseline,N/A,453,0.7305699481865285,0.7103440314015239,0.6338028169014085,0.8490566037735849,0.5056179775280899,0.8647904062229905
3,imbalanced,10:1,baseline,N/A,453,0.7305699481865285,0.7067554932211313,0.6231884057971014,0.8775510204081632,0.48314606741573035,0.8864520311149525
4,imbalanced,10:1,baseline,N/A,453,0.6787564766839378,0.6431042710570269,0.5303030303030303,0.813953488372093,0.39325842696629215,0.839509507346586
5,imbalanced,10:1,baseline,N/A,453,0.6683937823834197,0.6367058823529412,0.5294117647058824,0.7659574468085106,0.4044943820224719,0.8325410544511667
6,imbalanced,10:1,baseline,N/A,453,0.7305699481865285,0.7120064279155188,0.6388888888888888,0.8363636363636363,0.5168539325842697,0.8810501296456352
7,imbalanced,10:1,baseline,N/A,453,0.7357512953367875,0.7133078961931669,0.6330935251798561,0.88,0.4943820224719101,0.8714887640449438
8,imbalanced,10:1,baseline,N/A,453,0.7202072538860104,0.6992034172246594,0.6197183098591549,0.8301886792452831,0.4943820224719101,0.8560933448573897
9,imbalanced,10:1,baseline,N/A,453,0.7253886010362695,0.7001436402544485,0.6131386861313869,0.875,0.47191011235955055,0.8640881590319793
1,imbalanced,1:1,baseline,N/A,712,0.8186528497409327,0.8185749200977628,0.8223350253807107,0.75,0.9101123595505618,0.8718128781331027
10,imbalanced,1:1,baseline,N/A,712,0.7927461139896373,0.7927405498281787,0.7938144329896907,0.7333333333333333,0.8651685393258427,0.8734874675885912
2,imbalanced,1:1,baseline,N/A,712,0.8031088082901554,0.8030612244897959,0.8061224489795918,0.7383177570093458,0.8876404494382022,0.8739196197061365
3,imbalanced,1:1,baseline,N/A,712,0.7875647668393783,0.7875419519398577,0.7897435897435897,0.7264150943396226,0.8651685393258427,0.8665730337078652
4,imbalanced,1:1,baseline,N/A,712,0.8031088082901554,0.8031035223367697,0.8041237113402062,0.7428571428571429,0.8764044943820225,0.8708405358686258
5,imbalanced,1:1,baseline,N/A,712,0.8031088082901554,0.8031035223367697,0.8041237113402062,0.7428571428571429,0.8764044943820225,0.8712186689714779
6,imbalanced,1:1,baseline,N/A,712,0.7875647668393783,0.7875419519398577,0.7897435897435897,0.7264150943396226,0.8651685393258427,0.8692199654278305
7,imbalanced,1:1,baseline,N/A,712,0.7927461139896373,0.7924731182795699,0.8,0.7207207207207207,0.898876404494382,0.8721369922212618
8,imbalanced,1:1,baseline,N/A,712,0.7979274611398963,0.7979057591623037,0.8,0.7358490566037735,0.8764044943820225,0.8728932584269663
9,imbalanced,1:1,baseline,N/A,712,0.7875647668393783,0.7875419519398577,0.7897435897435897,0.7264150943396226,0.8651685393258427,0.8695440795159897
1,imbalanced,20:1,baseline,N/A,432,0.6373056994818653,0.5597627737226277,0.375,0.9130434782608695,0.23595505617977527,0.8466400172860847
10,imbalanced,20:1,baseline,N/A,432,0.6321243523316062,0.5603080378629873,0.3826086956521739,0.8461538461538461,0.24719101123595505,0.8182800345721694
2,imbalanced,20:1,baseline,N/A,432,0.6683937823834197,0.6197980792908151,0.4838709677419355,0.8571428571428571,0.33707865168539325,0.8515557476231634
3,imbalanced,20:1,baseline,N/A,432,0.6683937823834197,0.6130325814536342,0.4666666666666667,0.9032258064516129,0.3146067415730337,0.8345937770095073
4,imbalanced,20:1,baseline,N/A,432,0.6735751295336787,0.6273103448275862,0.496,0.8611111111111112,0.34831460674157305,0.8620894554883318
5,imbalanced,20:1,baseline,N/A,432,0.6062176165803109,0.5361750569187959,0.3559322033898305,0.7241379310344828,0.23595505617977527,0.7918647363872082
6,imbalanced,20:1,baseline,N/A,432,0.6632124352331606,0.6051679098605734,0.453781512605042,0.9,0.30337078651685395,0.8358902333621435
7,imbalanced,20:1,baseline,N/A,432,0.6528497409326425,0.5808292002982268,0.40707964601769914,0.9583333333333334,0.25842696629213485,0.8500972342264477
8,imbalanced,20:1,baseline,N/A,432,0.5958549222797928,0.48032311516155757,0.23529411764705882,0.9230769230769231,0.1348314606741573,0.8295700086430423
9,imbalanced,20:1,baseline,N/A,432,0.6217616580310881,0.5384438984438984,0.34234234234234234,0.8636363636363636,0.21348314606741572,0.8254105445116682
1,imbalanced,3:1,baseline,N/A,549,0.772020725388601,0.7681301878549585,0.7380952380952381,0.7848101265822784,0.6966292134831461,0.8700842696629213
10,imbalanced,3:1,baseline,N/A,549,0.7772020725388601,0.773083969048205,0.7425149700598802,0.7948717948717948,0.6966292134831461,0.8773228176318063
2,imbalanced,3:1,baseline,N/A,549,0.772020725388601,0.7687363834422658,0.7411764705882353,0.7777777777777778,0.7078651685393258,0.872461106309421
3,imbalanced,3:1,baseline,N/A,549,0.7616580310880829,0.756152493957372,0.7195121951219512,0.7866666666666666,0.6629213483146067,0.8741897147796025
4,imbalanced,3:1,baseline,N/A,549,0.7823834196891192,0.7786697247706422,0.75,0.7974683544303798,0.7078651685393258,0.8767286084701815
5,imbalanced,3:1,baseline,N/A,549,0.7564766839378239,0.7519755010526892,0.718562874251497,0.7692307692307693,0.6741573033707865,0.8643042350907519
6,imbalanced,3:1,baseline,N/A,549,0.7823834196891192,0.7806818181818183,0.7613636363636364,0.7701149425287356,0.7528089887640449,0.8726771823681936
7,imbalanced,3:1,baseline,N/A,549,0.772020725388601,0.7667545594374863,0.7317073170731707,0.8,0.6741573033707865,0.8778630077787382
8,imbalanced,3:1,baseline,N/A,549,0.7461139896373057,0.7379824342670324,0.6918238993710691,0.7857142857142857,0.6179775280898876,0.8547428694900605
9,imbalanced,3:1,baseline,N/A,549,0.7668393782383419,0.762529735050447,0.7305389221556886,0.782051282051282,0.6853932584269663,0.8734334485738979
1,imbalanced,50:1,baseline,N/A,420,0.5544041450777202,0.395292917516759,0.0851063829787234,0.8,0.0449438202247191,0.7800345721694035
10,imbalanced,50:1,baseline,N/A,420,0.6010362694300518,0.5021940843466318,0.2803738317757009,0.8333333333333334,0.16853932584269662,0.8170916162489197
2,imbalanced,50:1,baseline,N/A,420,0.5906735751295337,0.4769288826374833,0.23300970873786409,0.8571428571428571,0.1348314606741573,0.8135263612791702
3,imbalanced,50:1,baseline,N/A,420,0.616580310880829,0.5346063607924922,0.3392857142857143,0.8260869565217391,0.21348314606741572,0.7981309420916163
4,imbalanced,50:1,baseline,N/A,420,0.5492227979274611,0.3745203948593779,0.04395604395604396,1.0,0.02247191011235955,0.7364412273120139
5,imbalanced,50:1,baseline,N/A,420,0.6010362694300518,0.49017118940615456,0.2524271844660194,0.9285714285714286,0.14606741573033707,0.7890017286084703
6,imbalanced,50:1,baseline,N/A,420,0.5595854922279793,0.41479684657368104,0.12371134020618557,0.75,0.06741573033707865,0.7745246326707
7,imbalanced,50:1,baseline,N/A,420,0.5699481865284974,0.4205462108880449,0.12631578947368421,1.0,0.06741573033707865,0.8360522904062231
8,imbalanced,50:1,baseline,N/A,420,0.5751295336787565,0.44664335664335664,0.18,0.8181818181818182,0.10112359550561797,0.7908383751080381
9,imbalanced,50:1,baseline,N/A,420,0.5544041450777202,0.38635019225081335,0.06521739130434782,1.0,0.033707865168539325,0.7817631806395852
1,imbalanced,5:1,baseline,N/A,494,0.7409326424870466,0.7310479375696768,0.6794871794871795,0.7910447761194029,0.5955056179775281,0.8453435609334485
10,imbalanced,5:1,baseline,N/A,494,0.7357512953367875,0.7238912732474965,0.6666666666666666,0.796875,0.5730337078651685,0.861495246326707
2,imbalanced,5:1,baseline,N/A,494,0.7409326424870466,0.7321230290917167,0.6835443037974683,0.782608695652174,0.6067415730337079,0.8617113223854798
3,imbalanced,5:1,baseline,N/A,494,0.7461139896373057,0.734719066453477,0.6797385620915033,0.8125,0.5842696629213483,0.8653846153846154
4,imbalanced,5:1,baseline,N/A,494,0.7461139896373057,0.7379824342670324,0.6918238993710691,0.7857142857142857,0.6179775280898876,0.8661949006050129
5,imbalanced,5:1,baseline,N/A,494,0.7772020725388601,0.7672024460714186,0.7189542483660131,0.859375,0.6179775280898876,0.8594965427830595
6,imbalanced,5:1,baseline,N/A,494,0.7357512953367875,0.7212641236938238,0.6577181208053692,0.8166666666666667,0.550561797752809,0.8744598098530683
7,imbalanced,5:1,baseline,N/A,494,0.7772020725388601,0.7682167295070521,0.7225806451612903,0.8484848484848485,0.6292134831460674,0.8895311149524632
8,imbalanced,5:1,baseline,N/A,494,0.7305699481865285,0.716497175141243,0.6533333333333333,0.8032786885245902,0.550561797752809,0.8667891097666378
9,imbalanced,5:1,baseline,N/A,494,0.7202072538860104,0.7009297520661157,0.625,0.8181818181818182,0.5056179775280899,0.8405898876404494
1,imbalanced,7:1,baseline,N/A,470,0.7046632124352331,0.6775129715944068,0.583941605839416,0.8333333333333334,0.449438202247191,0.8592264477095938
10,imbalanced,7:1,baseline,N/A,470,0.7409326424870466,0.7274011299435028,0.6666666666666666,0.819672131147541,0.5617977528089888,0.888828867761452
2,imbalanced,7:1,baseline,N/A,470,0.7461139896373057,0.7293747317212762,0.6620689655172414,0.8571428571428571,0.5393258426966292,0.8437229904926534
3,imbalanced,7:1,baseline,N/A,470,0.7461139896373057,0.7334930252219247,0.6754966887417219,0.8225806451612904,0.5730337078651685,0.8634939498703544
4,imbalanced,7:1,baseline,N/A,470,0.7409326424870466,0.7274011299435028,0.6666666666666666,0.819672131147541,0.5617977528089888,0.8752160760587727
5,imbalanced,7:1,baseline,N/A,470,0.7253886010362695,0.7038934722825301,0.624113475177305,0.8461538461538461,0.4943820224719101,0.8549589455488332
6,imbalanced,7:1,baseline,N/A,470,0.6994818652849741,0.6822053145582557,0.6081081081081081,0.7627118644067796,0.5056179775280899,0.8444252376836647
7,imbalanced,7:1,baseline,N/A,470,0.7305699481865285,0.7120064279155188,0.6388888888888888,0.8363636363636363,0.5168539325842697,0.8746758859118409
8,imbalanced,7:1,baseline,N/A,470,0.7823834196891192,0.7731191222570533,0.7272727272727273,0.8615384615384616,0.6292134831460674,0.8830488331892827
9,imbalanced,7:1,baseline,N/A,470,0.7253886010362695,0.7038934722825301,0.624113475177305,0.8461538461538461,0.4943820224719101,0.8872623163353501
